id,placetype,country,language,extlang,script,region,variant,extension,privateuse,name,lastmodified
85632467,country,SL,oss,,,,,,x_preferred,Сьеррæ-Леоне,1544059122
85632467,country,SL,zho_yue,yue,,,,,x_preferred,塞拉利昂,1544059122
85632467,country,SL,bcl,,,,,,x_preferred,Sierra Leona,1544059122
85632467,country,SL,fin,,,,,,x_preferred,Sierra Leone,1544059122
85632467,country,SL,tur,,,,,,x_preferred,Sierra Leone,1544059122
85632467,country,SL,fas,,,,,,x_preferred,سیرالئون,1544059122
85632467,country,SL,scn,,,,,,x_preferred,Serra Liuni,1544059122
85632467,country,SL,urd,,,,,,x_preferred,سیرالیون,1544059122
85632467,country,SL,lao,,,,,,x_preferred,ເຊຍລາສິອອນ,1544059122
85632467,country,SL,xmf,,,,,,x_preferred,სიერა-ლეონე,1544059122
85632467,country,SL,ind,,,,,,x_preferred,Sierra Leone,1544059122
85632467,country,SL,ben,,,,,,x_preferred,সিয়েরা লিওন,1544059122
85632467,country,SL,tha,,,,,,x_preferred,ประเทศเซียร์ราลีโอน,1544059122
85632467,country,SL,tel,,,,,,x_preferred,సియెర్రా లియాన్,1544059122
85632467,country,SL,ful,,,,,,x_preferred,Sarliyon,1544059122
85632467,country,SL,mrj,,,,,,x_preferred,Сьерра-Леоне,1544059122
85632467,country,SL,hsb,,,,,,x_preferred,Sierra Leone,1544059122
85632467,country,SL,arz,,,,,,x_preferred,سييراليون,1544059122
85632467,country,SL,sco,,,,,,x_preferred,Sierra Leone,1544059122
85632467,country,SL,mon,,,,,,x_preferred,Сьерра-Леоне,1544059122
85632467,country,SL,som,,,,,,x_preferred,Sierra Leone,1544059122
85632467,country,SL,crh,,,,,,x_preferred,Syerra Leone,1544059122
85632467,country,SL,por,,,,,,x_preferred,Serra Leoa,1544059122
85632467,country,SL,kin,,,,,,x_preferred,Siyera Lewone,1544059122
85632467,country,SL,lug,,,,,,x_preferred,Sierra Leone,1544059122
